tag,number,title,link,acceptance,difficulty,tags
Array,1908,Game of Nim,https://leetcode.com/problems/game-of-nim,57.60%,Medium,
Array,2307,Check for Contradictions in Equations,https://leetcode.com/problems/check-for-contradictions-in-equations,40.60%,Hard,
Array,1936,Add Minimum Number of Rungs,https://leetcode.com/problems/add-minimum-number-of-rungs,42.70%,Medium,
Array,1937,Maximum Number of Points with Cost,https://leetcode.com/problems/maximum-number-of-points-with-cost,36.20%,Medium,
Array,1938,Maximum Genetic Difference Query,https://leetcode.com/problems/maximum-genetic-difference-query,39.80%,Hard,
Array,1918,Kth Smallest Subarray Sum,https://leetcode.com/problems/kth-smallest-subarray-sum,52.80%,Medium,
Array,1940,Longest Common Subsequence Between Sorted Arrays,https://leetcode.com/problems/longest-common-subsequence-between-sorted-arrays,79.40%,Medium,
Array,1950,Maximum of Minimum Values in All Subarrays,https://leetcode.com/problems/maximum-of-minimum-values-in-all-subarrays,49.90%,Medium,
Array,1956,Minimum Time For K Virus Variants to Spread,https://leetcode.com/problems/minimum-time-for-k-virus-variants-to-spread,46.30%,Hard,
Array,1924,Erect the Fence II,https://leetcode.com/problems/erect-the-fence-ii,53.80%,Hard,
Array,2021,Brightest Position on Street,https://leetcode.com/problems/brightest-position-on-street,63.20%,Medium,
Array,1946,Largest Number After Mutating Substring,https://leetcode.com/problems/largest-number-after-mutating-substring,34.50%,Medium,
Array,1947,Maximum Compatibility Score Sum,https://leetcode.com/problems/maximum-compatibility-score-sum,60.90%,Medium,
Array,1948,Delete Duplicate Folders in System,https://leetcode.com/problems/delete-duplicate-folders-in-system,57.90%,Hard,
Array,1958,Check if Move is Legal,https://leetcode.com/problems/check-if-move-is-legal,44.20%,Medium,
Array,1959,Minimum Total Space Wasted With K Resizing Operations,https://leetcode.com/problems/minimum-total-space-wasted-with-k-resizing-operations,41.90%,Medium,
Array,2052,Minimum Cost to Separate Sentence Into Rows,https://leetcode.com/problems/minimum-cost-to-separate-sentence-into-rows,50.60%,Medium,
Array,1953,Maximum Number of Weeks for Which You Can Work,https://leetcode.com/problems/maximum-number-of-weeks-for-which-you-can-work,38.90%,Medium,
Array,1968,Array With Elements Not Equal to Average of Neighbors,https://leetcode.com/problems/array-with-elements-not-equal-to-average-of-neighbors,49.40%,Medium,
Array,1955,Count Number of Special Subsequences,https://leetcode.com/problems/count-number-of-special-subsequences,51.20%,Hard,
Array,1975,Maximum Matrix Sum,https://leetcode.com/problems/maximum-matrix-sum,45.60%,Medium,
Array,1961,Check If String Is a Prefix of Array,https://leetcode.com/problems/check-if-string-is-a-prefix-of-array,54.30%,Easy,
Array,1962,Remove Stones to Minimize the Total,https://leetcode.com/problems/remove-stones-to-minimize-the-total,58.60%,Medium,
Array,1964,Find the Longest Valid Obstacle Course at Each Position,https://leetcode.com/problems/find-the-longest-valid-obstacle-course-at-each-position,46.70%,Hard,
Array,1970,Last Day Where You Can Still Cross,https://leetcode.com/problems/last-day-where-you-can-still-cross,49.00%,Hard,
Array,1991,Find the Middle Index in Array,https://leetcode.com/problems/find-the-middle-index-in-array,67.30%,Easy,
Array,1992,Find All Groups of Farmland,https://leetcode.com/problems/find-all-groups-of-farmland,68.40%,Medium,
Array,1994,The Number of Good Subsets,https://leetcode.com/problems/the-number-of-good-subsets,34.00%,Hard,
Array,1979,Find Greatest Common Divisor of Array,https://leetcode.com/problems/find-greatest-common-divisor-of-array,76.90%,Easy,
Array,1980,Find Unique Binary String,https://leetcode.com/problems/find-unique-binary-string,64.10%,Medium,
Array,1981,Minimize the Difference Between Target and Chosen Elements,https://leetcode.com/problems/minimize-the-difference-between-target-and-chosen-elements,32.40%,Medium,
Array,1982,Find Array Given Subset Sums,https://leetcode.com/problems/find-array-given-subset-sums,48.80%,Hard,
Array,1966,Binary Searchable Numbers in an Unsorted Array,https://leetcode.com/problems/binary-searchable-numbers-in-an-unsorted-array,65.40%,Medium,
Array,1984,Minimum Difference Between Highest and Lowest of K Scores,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores,53.50%,Easy,
Array,1985,Find the Kth Largest Integer in the Array,https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array,44.60%,Medium,
Array,1986,Minimum Number of Work Sessions to Finish the Tasks,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks,33.10%,Medium,
Array,2006,Count Number of Pairs With Absolute Difference K,https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k,82.20%,Easy,
Array,2007,Find Original Array From Doubled Array,https://leetcode.com/problems/find-original-array-from-doubled-array,41.00%,Medium,
Array,2008,Maximum Earnings From Taxi,https://leetcode.com/problems/maximum-earnings-from-taxi,42.90%,Medium,
Array,2009,Minimum Number of Operations to Make Array Continuous,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous,45.50%,Hard,
Array,1995,Count Special Quadruplets,https://leetcode.com/problems/count-special-quadruplets,58.60%,Easy,
Array,1996,The Number of Weak Characters in the Game,https://leetcode.com/problems/the-number-of-weak-characters-in-the-game,43.90%,Medium,
Array,1997,First Day Where You Have Been in All the Rooms,https://leetcode.com/problems/first-day-where-you-have-been-in-all-the-rooms,36.00%,Medium,
Array,1998,GCD Sort of an Array,https://leetcode.com/problems/gcd-sort-of-an-array,45.50%,Hard,
Array,2001,Number of Pairs of Interchangeable Rectangles,https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles,44.50%,Medium,
Array,2022,Convert 1D Array Into 2D Array,https://leetcode.com/problems/convert-1d-array-into-2d-array,58.30%,Easy,
Array,2023,Number of Pairs of Strings With Concatenation Equal to Target,https://leetcode.com/problems/number-of-pairs-of-strings-with-concatenation-equal-to-target,72.80%,Medium,
Array,2025,Maximum Number of Ways to Partition an Array,https://leetcode.com/problems/maximum-number-of-ways-to-partition-an-array,32.00%,Hard,
Array,2011,Final Value of Variable After Performing Operations,https://leetcode.com/problems/final-value-of-variable-after-performing-operations,88.90%,Easy,
Array,2012,Sum of Beauty in the Array,https://leetcode.com/problems/sum-of-beauty-in-the-array,46.70%,Medium,
Array,2013,Detect Squares,https://leetcode.com/problems/detect-squares,50.00%,Medium,
Array,2015,Average Height of Buildings in Each Segment,https://leetcode.com/problems/average-height-of-buildings-in-each-segment,58.80%,Medium,
Array,2016,Maximum Difference Between Increasing Elements,https://leetcode.com/problems/maximum-difference-between-increasing-elements,53.50%,Easy,
Array,2017,Grid Game,https://leetcode.com/problems/grid-game,42.50%,Medium,
Array,2018,Check if Word Can Be Placed In Crossword,https://leetcode.com/problems/check-if-word-can-be-placed-in-crossword,49.40%,Medium,
Array,2019,The Score of Students Solving Math Expression,https://leetcode.com/problems/the-score-of-students-solving-math-expression,33.20%,Hard,
Array,2037,Minimum Number of Moves to Seat Everyone,https://leetcode.com/problems/minimum-number-of-moves-to-seat-everyone,82.20%,Easy,
Array,2040,Kth Smallest Product of Two Sorted Arrays,https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays,29.00%,Hard,
Array,2039,The Time When the Network Becomes Idle,https://leetcode.com/problems/the-time-when-the-network-becomes-idle,50.60%,Medium,
Array,2028,Find Missing Observations,https://leetcode.com/problems/find-missing-observations,43.30%,Medium,
Array,2029,Stone Game IX,https://leetcode.com/problems/stone-game-ix,26.00%,Medium,
Array,2032,Two Out of Three,https://leetcode.com/problems/two-out-of-three,72.70%,Easy,
Array,2033,Minimum Operations to Make a Uni-Value Grid,https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid,52.10%,Medium,
Array,2035,Partition Array Into Two Arrays to Minimize Sum Difference,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference,18.00%,Hard,
Array,2053,Kth Distinct String in an Array,https://leetcode.com/problems/kth-distinct-string-in-an-array,71.80%,Easy,
Array,2054,Two Best Non-Overlapping Events,https://leetcode.com/problems/two-best-non-overlapping-events,44.70%,Medium,
Array,2055,Plates Between Candles,https://leetcode.com/problems/plates-between-candles,44.80%,Medium,
Array,2056,Number of Valid Move Combinations On Chessboard,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard,59.20%,Hard,
Array,2043,Simple Bank System,https://leetcode.com/problems/simple-bank-system,65.90%,Medium,
Array,2044,Count Number of Maximum Bitwise-OR Subsets,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets,74.80%,Medium,
Array,2049,Count Nodes With the Highest Score,https://leetcode.com/problems/count-nodes-with-the-highest-score,47.10%,Medium,
Array,2070,Most Beautiful Item for Each Query,https://leetcode.com/problems/most-beautiful-item-for-each-query,49.40%,Medium,
Array,2071,Maximum Number of Tasks You Can Assign,https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign,34.90%,Hard,
Array,2057,Smallest Index With Equal Value,https://leetcode.com/problems/smallest-index-with-equal-value,71.20%,Easy,
Array,2059,Minimum Operations to Convert Number,https://leetcode.com/problems/minimum-operations-to-convert-number,47.10%,Medium,
Array,2064,Minimized Maximum of Products Distributed to Any Store,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store,49.90%,Medium,
Array,2065,Maximum Path Quality of a Graph,https://leetcode.com/problems/maximum-path-quality-of-a-graph,57.50%,Hard,
Array,2085,Count Common Words With One Occurrence,https://leetcode.com/problems/count-common-words-with-one-occurrence,69.70%,Easy,
Array,2087,Minimum Cost Homecoming of a Robot in a Grid,https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid,51.20%,Medium,
Array,2088,Count Fertile Pyramids in a Land,https://leetcode.com/problems/count-fertile-pyramids-in-a-land,63.20%,Hard,
Array,2073,Time Needed to Buy Tickets,https://leetcode.com/problems/time-needed-to-buy-tickets,62.10%,Easy,
Array,2078,Two Furthest Houses With Different Colors,https://leetcode.com/problems/two-furthest-houses-with-different-colors,67.30%,Easy,
Array,2132,Stamping the Grid,https://leetcode.com/problems/stamping-the-grid,30.60%,Hard,
Array,2061,Number of Spaces Cleaning Robot Cleaned,https://leetcode.com/problems/number-of-spaces-cleaning-robot-cleaned,54.90%,Medium,
Array,2099,Find Subsequence of Length K With the Largest Sum,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum,42.60%,Easy,
Array,2100,Find Good Days to Rob the Bank,https://leetcode.com/problems/find-good-days-to-rob-the-bank,49.00%,Medium,
Array,2101,Detonate the Maximum Bombs,https://leetcode.com/problems/detonate-the-maximum-bombs,40.70%,Medium,
Array,2089,Find Target Indices After Sorting Array,https://leetcode.com/problems/find-target-indices-after-sorting-array,77.00%,Easy,
Array,2090,K Radius Subarray Averages,https://leetcode.com/problems/k-radius-subarray-averages,42.20%,Medium,
Array,2091,Removing Minimum and Maximum From Array,https://leetcode.com/problems/removing-minimum-and-maximum-from-array,56.80%,Medium,
Array,2094,Finding 3-Digit Even Numbers,https://leetcode.com/problems/finding-3-digit-even-numbers,57.40%,Easy,
Array,2114,Maximum Number of Words Found in Sentences,https://leetcode.com/problems/maximum-number-of-words-found-in-sentences,88.30%,Easy,
Array,2115,Find All Possible Recipes from Given Supplies,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,48.10%,Medium,
Array,2104,Sum of Subarray Ranges,https://leetcode.com/problems/sum-of-subarray-ranges,60.30%,Medium,
Array,2105,Watering Plants II,https://leetcode.com/problems/watering-plants-ii,50.20%,Medium,
Array,2106,Maximum Fruits Harvested After at Most K Steps,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps,35.10%,Hard,
Array,2108,Find First Palindromic String in the Array,https://leetcode.com/problems/find-first-palindromic-string-in-the-array,78.70%,Easy,
Array,2109,Adding Spaces to a String,https://leetcode.com/problems/adding-spaces-to-a-string,56.20%,Medium,
Array,2110,Number of Smooth Descent Periods of a Stock,https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock,57.30%,Medium,
Array,2111,Minimum Operations to Make the Array K-Increasing,https://leetcode.com/problems/minimum-operations-to-make-the-array-k-increasing,37.60%,Hard,
Array,2131,Longest Palindrome by Concatenating Two Letter Words,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words,41.30%,Medium,
Array,2121,Intervals Between Identical Elements,https://leetcode.com/problems/intervals-between-identical-elements,43.00%,Medium,
Array,2122,Recover the Original Array,https://leetcode.com/problems/recover-the-original-array,38.00%,Hard,
Array,2098,Subsequence of Size K With the Largest Even Sum,https://leetcode.com/problems/subsequence-of-size-k-with-the-largest-even-sum,38.60%,Medium,
Array,2125,Number of Laser Beams in a Bank,https://leetcode.com/problems/number-of-laser-beams-in-a-bank,82.70%,Medium,
Array,2126,Destroying Asteroids,https://leetcode.com/problems/destroying-asteroids,49.30%,Medium,
Array,2107,Number of Unique Flavors After Sharing K Candies,https://leetcode.com/problems/number-of-unique-flavors-after-sharing-k-candies,57.10%,Medium,
Array,2144,Minimum Cost of Buying Candies With Discount,https://leetcode.com/problems/minimum-cost-of-buying-candies-with-discount,60.90%,Easy,
Array,2145,Count the Hidden Sequences,https://leetcode.com/problems/count-the-hidden-sequences,36.20%,Medium,
Array,2146,K Highest Ranked Items Within a Price Range,https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range,41.20%,Medium,
Array,2133,Check if Every Row and Column Contains All Numbers,https://leetcode.com/problems/check-if-every-row-and-column-contains-all-numbers,52.80%,Easy,
Array,2134,Minimum Swaps to Group All 1's Together II,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii,49.90%,Medium,
Array,2135,Count Words Obtained After Adding a Letter,https://leetcode.com/problems/count-words-obtained-after-adding-a-letter,42.80%,Medium,
Array,2136,Earliest Possible Day of Full Bloom,https://leetcode.com/problems/earliest-possible-day-of-full-bloom,68.30%,Hard,
Array,2113,Elements in Array After Removing and Replacing Elements,https://leetcode.com/problems/elements-in-array-after-removing-and-replacing-elements,73.50%,Medium,
Array,2123,Minimum Operations to Remove Adjacent Ones in Matrix,https://leetcode.com/problems/minimum-operations-to-remove-adjacent-ones-in-matrix,40.50%,Hard,
Array,2155,All Divisions With the Highest Score of a Binary Array,https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array,63.30%,Medium,
Array,2140,Solving Questions With Brainpower,https://leetcode.com/problems/solving-questions-with-brainpower,45.70%,Medium,
Array,2141,Maximum Running Time of N Computers,https://leetcode.com/problems/maximum-running-time-of-n-computers,38.70%,Hard,
Array,2161,Partition Array According to Given Pivot,https://leetcode.com/problems/partition-array-according-to-given-pivot,84.30%,Medium,
Array,2163,Minimum Difference in Sums After Removal of Elements,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements,46.50%,Hard,
Array,2128,Remove All Ones With Row and Column Flips,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips,76.50%,Medium,
Array,2148,Count Elements With Strictly Smaller and Greater Elements ,https://leetcode.com/problems/count-elements-with-strictly-smaller-and-greater-elements,60.10%,Easy,
Array,2150,Find All Lonely Numbers in the Array,https://leetcode.com/problems/find-all-lonely-numbers-in-the-array,60.70%,Medium,
Array,2149,Rearrange Array Elements by Sign,https://leetcode.com/problems/rearrange-array-elements-by-sign,81.10%,Medium,
Array,2151,Maximum Good People Based on Statements,https://leetcode.com/problems/maximum-good-people-based-on-statements,47.80%,Hard,
Array,2137,Pour Water Between Buckets to Make Water Levels Equal,https://leetcode.com/problems/pour-water-between-buckets-to-make-water-levels-equal,67.10%,Medium,
Array,2154,Keep Multiplying Found Values by Two,https://leetcode.com/problems/keep-multiplying-found-values-by-two,73.30%,Easy,
Array,2176,Count Equal and Divisible Pairs in an Array,https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array,80.40%,Easy,
Array,2179,Count Good Triplets in an Array,https://leetcode.com/problems/count-good-triplets-in-an-array,36.40%,Hard,
Array,2143,Choose Numbers From Two Arrays in Range,https://leetcode.com/problems/choose-numbers-from-two-arrays-in-range,50.70%,Hard,
Array,2164,Sort Even and Odd Indices Independently,https://leetcode.com/problems/sort-even-and-odd-indices-independently,66.70%,Easy,
Array,2166,Design Bitset,https://leetcode.com/problems/design-bitset,31.30%,Medium,
Array,2152,Minimum Number of Lines to Cover Points,https://leetcode.com/problems/minimum-number-of-lines-to-cover-points,46.80%,Medium,
Array,2170,Minimum Operations to Make the Array Alternating,https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating,33.20%,Medium,
Array,2171,Removing Minimum Number of Magic Beans,https://leetcode.com/problems/removing-minimum-number-of-magic-beans,41.90%,Medium,
Array,2172,Maximum AND Sum of Array,https://leetcode.com/problems/maximum-and-sum-of-array,46.50%,Hard,
Array,2185,Counting Words With a Given Prefix,https://leetcode.com/problems/counting-words-with-a-given-prefix,77.00%,Easy,
Array,2187,Minimum Time to Complete Trips,https://leetcode.com/problems/minimum-time-to-complete-trips,31.70%,Medium,
Array,2188,Minimum Time to Finish the Race,https://leetcode.com/problems/minimum-time-to-finish-the-race,41.90%,Hard,
Array,2158,Amount of New Area Painted Each Day,https://leetcode.com/problems/amount-of-new-area-painted-each-day,56.00%,Hard,
Array,2183,Count Array Pairs Divisible by K,https://leetcode.com/problems/count-array-pairs-divisible-by-k,28.30%,Hard,
Array,2195,Append K Integers With Minimal Sum,https://leetcode.com/problems/append-k-integers-with-minimal-sum,24.80%,Medium,
Array,2196,Create Binary Tree From Descriptions,https://leetcode.com/problems/create-binary-tree-from-descriptions,72.00%,Medium,
Array,2197,Replace Non-Coprime Numbers in Array,https://leetcode.com/problems/replace-non-coprime-numbers-in-array,37.10%,Hard,
Array,2206,Divide Array Into Equal Pairs,https://leetcode.com/problems/divide-array-into-equal-pairs,74.90%,Easy,
Array,2208,Minimum Operations to Halve Array Sum,https://leetcode.com/problems/minimum-operations-to-halve-array-sum,45.00%,Medium,
Array,2190,Most Frequent Number Following Key In an Array,https://leetcode.com/problems/most-frequent-number-following-key-in-an-array,60.50%,Easy,
Array,2174,Remove All Ones With Row and Column Flips II,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips-ii,68.90%,Medium,
Array,2210,Count Hills and Valleys in an Array,https://leetcode.com/problems/count-hills-and-valleys-in-an-array,57.70%,Easy,
Array,2212,Maximum Points in an Archery Competition,https://leetcode.com/problems/maximum-points-in-an-archery-competition,48.70%,Medium,
Array,2213,Longest Substring of One Repeating Character,https://leetcode.com/problems/longest-substring-of-one-repeating-character,31.10%,Hard,
Array,2200,Find All K-Distant Indices in an Array,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array,64.40%,Easy,
Array,2184,Number of Ways to Build Sturdy Brick Wall,https://leetcode.com/problems/number-of-ways-to-build-sturdy-brick-wall,52.80%,Medium,
Array,2221,Find Triangular Sum of an Array,https://leetcode.com/problems/find-triangular-sum-of-an-array,79.20%,Medium,
Array,2233,Maximum Product After K Increments,https://leetcode.com/problems/maximum-product-after-k-increments,41.30%,Medium,
Array,2234,Maximum Total Beauty of the Gardens,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens,28.00%,Hard,
Array,2248,Intersection of Multiple Arrays,https://leetcode.com/problems/intersection-of-multiple-arrays,69.70%,Easy,
Array,2249,Count Lattice Points Inside a Circle,https://leetcode.com/problems/count-lattice-points-inside-a-circle,50.50%,Medium,
Array,2250,Count Number of Rectangles Containing Each Point,https://leetcode.com/problems/count-number-of-rectangles-containing-each-point,33.80%,Medium,
Array,2251,Number of Flowers in Full Bloom,https://leetcode.com/problems/number-of-flowers-in-full-bloom,51.90%,Hard,
Array,2260,Minimum Consecutive Cards to Pick Up,https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up,51.90%,Medium,
Array,2261,K Divisible Elements Subarrays,https://leetcode.com/problems/k-divisible-elements-subarrays,47.20%,Medium,
Array,2255,Count Prefixes of a Given String,https://leetcode.com/problems/count-prefixes-of-a-given-string,73.30%,Easy,
Array,2256,Minimum Average Difference,https://leetcode.com/problems/minimum-average-difference,35.70%,Medium,
Array,2257,Count Unguarded Cells in the Grid,https://leetcode.com/problems/count-unguarded-cells-in-the-grid,52.10%,Medium,
Array,2258,Escape the Spreading Fire,https://leetcode.com/problems/escape-the-spreading-fire,34.70%,Hard,
Array,2267, Check if There Is a Valid Parentheses String Path,https://leetcode.com/problems/check-if-there-is-a-valid-parentheses-string-path,37.90%,Hard,
Array,2239,Find Closest Number to Zero,https://leetcode.com/problems/find-closest-number-to-zero,45.90%,Easy,
Array,2241,Design an ATM Machine,https://leetcode.com/problems/design-an-atm-machine,38.60%,Medium,
Array,2242,Maximum Score of a Node Sequence,https://leetcode.com/problems/maximum-score-of-a-node-sequence,37.20%,Hard,
Array,2214,Minimum Health to Beat Game,https://leetcode.com/problems/minimum-health-to-beat-game,57.70%,Medium,
Array,2274,Maximum Consecutive Floors Without Special Floors,https://leetcode.com/problems/maximum-consecutive-floors-without-special-floors,52.10%,Medium,
Array,2275,Largest Combination With Bitwise AND Greater Than Zero,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero,72.30%,Medium,
Array,2270,Number of Ways to Split Array,https://leetcode.com/problems/number-of-ways-to-split-array,44.00%,Medium,
Array,2271,Maximum White Tiles Covered by a Carpet,https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet,32.30%,Medium,
Array,2272,Substring With Largest Variance,https://leetcode.com/problems/substring-with-largest-variance,37.10%,Hard,
Array,2244,Minimum Rounds to Complete All Tasks,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks,56.80%,Medium,
Array,2245,Maximum Trailing Zeros in a Cornered Path,https://leetcode.com/problems/maximum-trailing-zeros-in-a-cornered-path,35.20%,Medium,
Array,2246,Longest Path With Different Adjacent Characters,https://leetcode.com/problems/longest-path-with-different-adjacent-characters,44.70%,Hard,
Array,2279,Maximum Bags With Full Capacity of Rocks,https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks,62.50%,Medium,
Array,2280,Minimum Lines to Represent a Line Chart,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart,23.40%,Medium,
Array,2281,Sum of Total Strength of Wizards,https://leetcode.com/problems/sum-of-total-strength-of-wizards,27.70%,Hard,
Array,2219,Maximum Sum Score of Array,https://leetcode.com/problems/maximum-sum-score-of-array,60.60%,Medium,
Array,2289,Steps to Make Array Non-decreasing,https://leetcode.com/problems/steps-to-make-array-non-decreasing,21.40%,Medium,
Array,2290,Minimum Obstacle Removal to Reach Corner,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner,49.20%,Hard,
Array,2284,Sender With Largest Word Count,https://leetcode.com/problems/sender-with-largest-word-count,55.70%,Medium,
Array,2237,Count Positions on Street With Required Brightness,https://leetcode.com/problems/count-positions-on-street-with-required-brightness,68.50%,Medium,
Array,2293,Min Max Game,https://leetcode.com/problems/min-max-game,64.20%,Easy,
Array,2294,Partition Array Such That Maximum Difference Is K,https://leetcode.com/problems/partition-array-such-that-maximum-difference-is-k,72.30%,Medium,
Array,2295,Replace Elements in an Array,https://leetcode.com/problems/replace-elements-in-an-array,57.60%,Medium,
Array,2306,Naming a Company,https://leetcode.com/problems/naming-a-company,34.20%,Hard,
Array,2300,Successful Pairs of Spells and Potions,https://leetcode.com/problems/successful-pairs-of-spells-and-potions,31.40%,Medium,
Array,2301,Match Substring After Replacement,https://leetcode.com/problems/match-substring-after-replacement,39.10%,Hard,
Array,2302,Count Subarrays With Score Less Than K,https://leetcode.com/problems/count-subarrays-with-score-less-than-k,51.70%,Hard,
Array,2319,Check if Matrix Is X-Matrix,https://leetcode.com/problems/check-if-matrix-is-x-matrix,67.40%,Easy,
Array,2322,Minimum Score After Removals on a Tree,https://leetcode.com/problems/minimum-score-after-removals-on-a-tree,50.30%,Hard,
Array,2317,Maximum XOR After Operations ,https://leetcode.com/problems/maximum-xor-after-operations,78.00%,Medium,
Array,2268,Minimum Number of Keypresses,https://leetcode.com/problems/minimum-number-of-keypresses,74.60%,Medium,
Array,2328,Number of Increasing Paths in a Grid,https://leetcode.com/problems/number-of-increasing-paths-in-a-grid,47.60%,Hard,
Array,2326,Spiral Matrix IV,https://leetcode.com/problems/spiral-matrix-iv,74.60%,Medium,
Array,2335,Minimum Amount of Time to Fill Cups,https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups,55.20%,Easy,
Array,2332,The Latest Time to Catch a Bus,https://leetcode.com/problems/the-latest-time-to-catch-a-bus,22.60%,Medium,
Array,2333,Minimum Sum of Squared Difference,https://leetcode.com/problems/minimum-sum-of-squared-difference,24.80%,Medium,
Array,2334,Subarray With Elements Greater Than Varying Threshold,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold,39.30%,Hard,
Array,2277,Closest Node to Path in Tree,https://leetcode.com/problems/closest-node-to-path-in-tree,63.70%,Hard,
Array,2341,Maximum Number of Pairs in Array,https://leetcode.com/problems/maximum-number-of-pairs-in-array,76.70%,Easy,
Array,2343,Query Kth Smallest Trimmed Number,https://leetcode.com/problems/query-kth-smallest-trimmed-number,40.60%,Medium,
Array,2344,Minimum Deletions to Make Array Divisible,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible,56.90%,Hard,
Array,2282,Number of People That Can Be Seen in a Grid,https://leetcode.com/problems/number-of-people-that-can-be-seen-in-a-grid,49.40%,Medium,
Array,2291,Maximum Profit From Trading Stocks,https://leetcode.com/problems/maximum-profit-from-trading-stocks,46.90%,Medium,
Array,2352,Equal Row and Column Pairs,https://leetcode.com/problems/equal-row-and-column-pairs,71.10%,Medium,
Array,2354,Number of Excellent Pairs,https://leetcode.com/problems/number-of-excellent-pairs,45.80%,Hard,
Array,2348,Number of Zero-Filled Subarrays,https://leetcode.com/problems/number-of-zero-filled-subarrays,56.70%,Medium,
Array,2347,Best Poker Hand,https://leetcode.com/problems/best-poker-hand,60.90%,Easy,
Array,2350,Shortest Impossible Sequence of Rolls,https://leetcode.com/problems/shortest-impossible-sequence-of-rolls,68.00%,Hard,
Array,2357,Make Array Zero by Subtracting Equal Amounts,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts,72.40%,Easy,
Array,2358,Maximum Number of Groups Entering a Competition,https://leetcode.com/problems/maximum-number-of-groups-entering-a-competition,67.20%,Medium,
Array,2367,Number of Arithmetic Triplets,https://leetcode.com/problems/number-of-arithmetic-triplets,83.80%,Easy,
Array,2369,Check if There is a Valid Partition For The Array,https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array,39.90%,Medium,
Array,2368,Reachable Nodes With Restrictions,https://leetcode.com/problems/reachable-nodes-with-restrictions,57.10%,Medium,
Array,2363,Merge Similar Items,https://leetcode.com/problems/merge-similar-items,75.20%,Easy,
Array,2364,Count Number of Bad Pairs,https://leetcode.com/problems/count-number-of-bad-pairs,40.50%,Medium,
Array,2398,Maximum Number of Robots Within Budget,https://leetcode.com/problems/maximum-number-of-robots-within-budget,31.30%,Hard,
Array,2366,Minimum Replacements to Sort the Array,https://leetcode.com/problems/minimum-replacements-to-sort-the-array,39.30%,Hard,
Array,2373,Largest Local Values in a Matrix,https://leetcode.com/problems/largest-local-values-in-a-matrix,84.00%,Easy,
Array,2323,Find Minimum Time to Finish All Jobs II,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs-ii,75.60%,Medium,
Array,2383,Minimum Hours of Training to Win a Competition,https://leetcode.com/problems/minimum-hours-of-training-to-win-a-competition,40.80%,Easy,
Array,2386,Find the K-Sum of an Array,https://leetcode.com/problems/find-the-k-sum-of-an-array,35.50%,Hard,
Array,2381,Shifting Letters II,https://leetcode.com/problems/shifting-letters-ii,33.70%,Medium,
Array,2382,Maximum Segment Sum After Removals,https://leetcode.com/problems/maximum-segment-sum-after-removals,47.80%,Hard,
Array,2389,Longest Subsequence With Limited Sum,https://leetcode.com/problems/longest-subsequence-with-limited-sum,64.10%,Easy,
Array,2391,Minimum Amount of Time to Collect Garbage,https://leetcode.com/problems/minimum-amount-of-time-to-collect-garbage,85.60%,Medium,
